Weekday,Start Time,End Time,Role,Event Name,Event Abbreviation,Event Type,Event Description
Wednesday,6:00 PM,10:15 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,3:30 PM,10:15 PM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,6:00 PM,10:15 PM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,5:00 PM,10:15 PM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,4:30 PM,10:15 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,3:30 PM,10:15 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,6:00 PM,10:15 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,5:00 PM,10:15 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,3:30 PM,10:15 PM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,6:00 PM,10:15 PM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Wednesday,8:00 PM,10:15 PM,AC 1,Site-office,SO,duty,A specific duty or task: Site-office.
Wednesday,9:30 PM,10:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,9:30 PM,10:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,9:30 PM,10:15 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,9:30 PM,10:15 PM,AC 5,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,9:30 PM,10:15 PM,AC 6,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,9:30 PM,10:15 PM,AC 7,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,9:30 PM,10:15 PM,AC 8,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,9:30 PM,10:15 PM,AC 9,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,9:30 PM,10:15 PM,AC 10,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Wednesday,10:15 PM,10:25 PM,CN A,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,CN B,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,CN C,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,CN D,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,CN E,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,CN F,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,CN G,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,CN H,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,CN I,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,CN J,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 1,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 2,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 3,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 4,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 5,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 6,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 7,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 8,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 9,Lights out,LI,duty,A specific duty or task: Lights out.
Wednesday,10:15 PM,10:25 PM,AC 10,Lights out,LI,duty,A specific duty or task: Lights out.
Thursday,7:10 AM,7:20 AM,AC 1,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:10 AM,7:20 AM,AC 2,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:10 AM,7:20 AM,AC 3,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:10 AM,7:20 AM,AC 4,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:10 AM,7:20 AM,AC 5,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:10 AM,7:20 AM,AC 6,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:10 AM,7:20 AM,AC 7,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:10 AM,7:20 AM,AC 8,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:10 AM,7:20 AM,AC 9,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:10 AM,7:20 AM,AC 10,AC/CN Meeting,AC,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,7:20 AM,7:30 AM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:20 AM,8:30 AM,AC 1,Breakfast Support,BR,duty,Support task related to mealtime: Breakfast Support.
Thursday,7:20 AM,8:30 AM,AC 2,Breakfast Support,BR,duty,Support task related to mealtime: Breakfast Support.
Thursday,7:20 AM,8:30 AM,AC 3,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,7:20 AM,8:30 AM,AC 4,Breakfast Support,BR,duty,Support task related to mealtime: Breakfast Support.
Thursday,7:20 AM,8:30 AM,AC 5,Breakfast Coordinator,BR,duty,Support task related to mealtime: Breakfast Coordinator.
Thursday,7:20 AM,8:30 AM,AC 6,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,7:20 AM,8:30 AM,AC 7,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,7:20 AM,8:30 AM,AC 8,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,7:20 AM,8:30 AM,AC 10,Breakfast Support,BR,duty,Support task related to mealtime: Breakfast Support.
Thursday,8:30 AM,9:00 AM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:30 AM,9:00 AM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:30 AM,9:00 AM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:30 AM,9:00 AM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:30 AM,9:15 AM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 AM,9:30 AM,AC 1,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,8:30 AM,9:30 AM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 AM,9:30 AM,AC 3,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,8:30 AM,9:30 AM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:30 AM,9:30 AM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 AM,9:30 AM,AC 7,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,9:00 AM,9:30 AM,AC 8,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,8:30 AM,9:30 AM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,9:45 AM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,9:45 AM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,9:45 AM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,9:45 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,9:45 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,9:45 AM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:45 AM,11:00 AM,CN B,YW Activity / Time-Off,YW,duty,A specific duty or task: YW Activity / Time-Off.
Thursday,9:45 AM,11:00 AM,CN D,YW Activity / Time-Off,YW,duty,A specific duty or task: YW Activity / Time-Off.
Thursday,9:45 AM,11:00 AM,CN E,YW Activity / Time-Off,YW,duty,A specific duty or task: YW Activity / Time-Off.
Thursday,9:45 AM,11:00 AM,CN G,YW Activity / Time-Off,YW,duty,A specific duty or task: YW Activity / Time-Off.
Thursday,9:45 AM,11:00 AM,CN H,YW Activity / Time-Off,YW,duty,A specific duty or task: YW Activity / Time-Off.
Thursday,9:45 AM,11:00 AM,CN I,YW Activity / Time-Off,YW,duty,A specific duty or task: YW Activity / Time-Off.
Thursday,11:00 AM,11:15 AM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,11:00 AM,11:15 AM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,11:00 AM,11:15 AM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,11:00 AM,11:15 AM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,11:00 AM,11:15 AM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,11:00 AM,11:15 AM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,11:15 AM,12:30 PM,CN B,YM Activity / Time-Off,YM,duty,A specific duty or task: YM Activity / Time-Off.
Thursday,7:10 AM,12:30 PM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,11:15 AM,12:30 PM,CN D,YM Activity / Time-Off,YM,duty,A specific duty or task: YM Activity / Time-Off.
Thursday,11:15 AM,12:30 PM,CN E,YM Activity / Time-Off,YM,duty,A specific duty or task: YM Activity / Time-Off.
Thursday,11:15 AM,12:30 PM,CN G,YM Activity / Time-Off,YM,duty,A specific duty or task: YM Activity / Time-Off.
Thursday,11:15 AM,12:30 PM,CN H,YM Activity / Time-Off,YM,duty,A specific duty or task: YM Activity / Time-Off.
Thursday,11:15 AM,12:30 PM,CN I,YM Activity / Time-Off,YM,duty,A specific duty or task: YM Activity / Time-Off.
Thursday,7:10 AM,12:30 PM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:30 AM,12:30 PM,AC 1,YM//YW Activity Support,YM,duty,A specific duty or task: YM//YW Activity Support.
Thursday,9:30 AM,12:30 PM,AC 2,YM//YW Activity Support,YM,duty,A specific duty or task: YM//YW Activity Support.
Thursday,9:30 AM,12:30 PM,AC 3,YM//YW Activity Support,YM,duty,A specific duty or task: YM//YW Activity Support.
Thursday,9:15 AM,12:30 PM,AC 4,YM/YW Activity Coordinator,YM,duty,A specific duty or task: YM/YW Activity Coordinator.
Thursday,9:30 AM,12:30 PM,AC 5,YM//YW Activity Support,YM,duty,A specific duty or task: YM//YW Activity Support.
Thursday,9:30 AM,12:30 PM,AC 6,YM//YW Activity Support,YM,duty,A specific duty or task: YM//YW Activity Support.
Thursday,9:30 AM,12:30 PM,AC 7,YM//YW Activity Support,YM,duty,A specific duty or task: YM//YW Activity Support.
Thursday,9:30 AM,12:30 PM,AC 8,YM//YW Activity Support,YM,duty,A specific duty or task: YM//YW Activity Support.
Thursday,7:30 AM,12:30 PM,AC 9,Site-Office,SO,duty,A specific duty or task: Site-Office.
Thursday,9:30 AM,12:30 PM,AC 10,YM//YW Activity Support,YM,duty,A specific duty or task: YM//YW Activity Support.
Thursday,12:30 PM,1:30 PM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,12:30 PM,1:30 PM,CN C,Lunch Support,LU,duty,Support task related to mealtime: Lunch Support.
Thursday,12:30 PM,1:30 PM,CN G,Lunch Support,LU,duty,Support task related to mealtime: Lunch Support.
Thursday,12:30 PM,1:30 PM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,12:30 PM,1:30 PM,CN J,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,12:30 PM,1:30 PM,AC 1,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Thursday,12:30 PM,1:30 PM,AC 2,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Thursday,12:30 PM,1:30 PM,AC 3,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Thursday,12:30 PM,1:30 PM,AC 10,Lunch Coordinator,LU,duty,Support task related to mealtime: Lunch Coordinator.
Thursday,1:30 PM,2:00 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,1:30 PM,2:00 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,12:30 PM,2:00 PM,AC 4,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,12:30 PM,2:00 PM,AC 8,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,12:30 PM,2:00 PM,AC 9,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,2:00 PM,2:15 PM,AC 1,Seating Support,SE,duty,A specific duty or task: Seating Support.
Thursday,2:00 PM,2:15 PM,AC 3,Seating Support,SE,duty,A specific duty or task: Seating Support.
Thursday,2:00 PM,2:15 PM,AC 4,Seating Support,SE,duty,A specific duty or task: Seating Support.
Thursday,2:00 PM,2:15 PM,AC 8,Seating Support,SE,duty,A specific duty or task: Seating Support.
Thursday,2:00 PM,2:15 PM,AC 9,Seating Support,SE,duty,A specific duty or task: Seating Support.
Thursday,2:15 PM,3:15 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,1:30 PM,3:15 PM,AC 2,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,2:15 PM,3:15 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,2:15 PM,3:15 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,1:30 PM,3:15 PM,AC 10,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,1:30 PM,3:30 PM,CN B,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,12:30 PM,3:30 PM,CN E,Variety Show Support,VA,duty,A specific duty or task: Variety Show Support.
Thursday,1:30 PM,3:30 PM,CN G,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,1:30 PM,3:30 PM,CN I,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,2:15 PM,3:30 PM,AC 4,Hallway Supervision,HA,duty,A specific duty or task: Hallway Supervision.
Thursday,12:30 PM,3:30 PM,AC 5,Variety Show Coordinator,VA,duty,A specific duty or task: Variety Show Coordinator.
Thursday,12:30 PM,3:30 PM,AC 6,Variety Show Coordinator,VA,duty,A specific duty or task: Variety Show Coordinator.
Thursday,12:30 PM,3:30 PM,AC 7,Site-Office,SO,duty,A specific duty or task: Site-Office.
Thursday,2:15 PM,3:30 PM,AC 8,Hallway Supervision,HA,duty,A specific duty or task: Hallway Supervision.
Thursday,3:30 PM,4:00 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,3:30 PM,4:00 PM,AC 5,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,3:30 PM,4:00 PM,AC 6,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,3:30 PM,4:00 PM,AC 7,Site-Office/Meeting,SO,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,3:30 PM,4:00 PM,AC 8,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,4:00 PM,4:15 PM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,1:30 PM,4:30 PM,CN C,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,12:30 PM,4:30 PM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,3:30 PM,4:30 PM,CN E,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,12:30 PM,4:30 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:10 AM,5:00 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,3:30 PM,5:00 PM,CN B,Flex Time Support,FL,duty,A specific duty or task: Flex Time Support.
Thursday,7:10 AM,5:00 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,3:30 PM,5:00 PM,CN I,Flex Time Support,FL,duty,A specific duty or task: Flex Time Support.
Thursday,3:15 PM,5:00 PM,AC 1,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Thursday,3:15 PM,5:00 PM,AC 2,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Thursday,3:15 PM,5:00 PM,AC 3,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Thursday,5:00 PM,5:30 PM,AC 1,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,5:00 PM,5:30 PM,AC 2,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,5:00 PM,5:30 PM,AC 3,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,4:30 PM,5:50 PM,CN D,Dinner Support,DI,duty,Support task related to mealtime: Dinner Support.
Thursday,4:30 PM,5:50 PM,CN H,Dinner Support,DI,duty,Support task related to mealtime: Dinner Support.
Thursday,1:30 PM,5:50 PM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,4:15 PM,5:50 PM,AC 8,Dinner Coordinator,DI,duty,Support task related to mealtime: Dinner Coordinator.
Thursday,3:15 PM,5:50 PM,AC 9,Flex Time Coordinator,FL,duty,A specific duty or task: Flex Time Coordinator.
Thursday,3:15 PM,5:50 PM,AC 10,Flex Time Coordinator,FL,duty,A specific duty or task: Flex Time Coordinator.
Thursday,4:00 PM,6:00 PM,AC 7,Site-Office,SO,duty,A specific duty or task: Site-Office.
Thursday,5:50 PM,6:00 PM,AC 8,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,5:50 PM,6:00 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,5:50 PM,6:00 PM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,4:00 PM,6:05 PM,AC 4,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,4:00 PM,6:05 PM,AC 5,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,4:00 PM,6:05 PM,AC 6,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,6:05 PM,6:20 PM,AC 4,Seating Support,SE,duty,A specific duty or task: Seating Support.
Thursday,6:05 PM,6:20 PM,AC 5,Seating Support,SE,duty,A specific duty or task: Seating Support.
Thursday,6:05 PM,6:20 PM,AC 6,Seating Support,SE,duty,A specific duty or task: Seating Support.
Thursday,5:30 PM,6:55 PM,AC 1,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Thursday,5:30 PM,6:55 PM,AC 2,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Thursday,5:30 PM,6:55 PM,AC 3,Musical Program Coordinator,MU,duty,A specific duty or task: Musical Program Coordinator.
Thursday,6:20 PM,7:15 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,5:00 PM,7:30 PM,CN A,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,5:50 PM,7:30 PM,CN D,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,5:00 PM,7:30 PM,CN F,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,5:50 PM,7:30 PM,CN H,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,5:50 PM,7:30 PM,CN J,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,6:20 PM,7:40 PM,AC 5,Hallway Supervision,HA,duty,A specific duty or task: Hallway Supervision.
Thursday,6:20 PM,7:40 PM,AC 6,Hallway Supervision,HA,duty,A specific duty or task: Hallway Supervision.
Thursday,6:00 PM,7:40 PM,AC 7,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,7:40 PM,7:45 PM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,6:55 PM,7:50 PM,AC 2,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,6:00 PM,8:00 PM,AC 9,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,6:00 PM,8:00 PM,AC 10,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,6:55 PM,8:50 PM,AC 1,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,7:50 PM,8:50 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,6:55 PM,8:50 PM,AC 3,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,7:15 PM,8:50 PM,AC 4,Testimony Rooms Coordinator,TE,duty,A specific duty or task: Testimony Rooms Coordinator.
Thursday,7:45 PM,8:50 PM,AC 5,Time-off,OF,break,Scheduled break or personal time away from duties and session activities.
Thursday,7:40 PM,8:50 PM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:40 PM,8:50 PM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:00 PM,8:50 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:00 PM,8:50 PM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,8:50 PM,9:00 PM,AC 1,Travel Assist,TR,duty,A specific duty or task: Travel Assist.
Thursday,8:50 PM,9:00 PM,AC 2,Travel Assist,TR,duty,A specific duty or task: Travel Assist.
Thursday,8:50 PM,9:00 PM,AC 3,Travel Assist,TR,duty,A specific duty or task: Travel Assist.
Thursday,8:50 PM,9:00 PM,AC 4,Travel Assist,TR,duty,A specific duty or task: Travel Assist.
Thursday,8:50 PM,9:00 PM,AC 5,Travel Assist,TR,duty,A specific duty or task: Travel Assist.
Thursday,8:50 PM,9:00 PM,AC 6,Travel Assist,TR,duty,A specific duty or task: Travel Assist.
Thursday,8:50 PM,9:00 PM,AC 7,Travel Assist,TR,duty,A specific duty or task: Travel Assist.
Thursday,8:50 PM,9:00 PM,AC 9,Travel Assist,TR,duty,A specific duty or task: Travel Assist.
Thursday,8:50 PM,9:00 PM,AC 10,Travel Assist,TR,duty,A specific duty or task: Travel Assist.
Thursday,9:00 PM,9:30 PM,AC 1,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 PM,9:30 PM,AC 2,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 PM,9:30 PM,AC 3,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 PM,9:30 PM,AC 4,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 PM,9:30 PM,AC 5,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 PM,9:30 PM,AC 6,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 PM,9:30 PM,AC 7,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 PM,9:30 PM,AC 9,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:00 PM,9:30 PM,AC 10,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:30 PM,10:15 PM,CN A,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,5:00 PM,10:15 PM,CN B,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,4:30 PM,10:15 PM,CN C,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:30 PM,10:15 PM,CN D,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,4:30 PM,10:15 PM,CN E,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:30 PM,10:15 PM,CN F,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,3:30 PM,10:15 PM,CN G,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:30 PM,10:15 PM,CN H,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,5:00 PM,10:15 PM,CN I,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,7:30 PM,10:15 PM,CN J,No Duty,ND,free,Time without duty but still actively participating in the session.
Thursday,9:30 PM,10:15 PM,AC 1,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,9:30 PM,10:15 PM,AC 2,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,9:30 PM,10:15 PM,AC 3,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,9:30 PM,10:15 PM,AC 4,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,9:30 PM,10:15 PM,AC 5,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,9:30 PM,10:15 PM,AC 6,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,9:30 PM,10:15 PM,AC 7,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,6:00 PM,10:15 PM,AC 8,Site-Office,SO,duty,A specific duty or task: Site-Office.
Thursday,9:30 PM,10:15 PM,AC 9,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,9:30 PM,10:15 PM,AC 10,Meeting,ME,meeting,"A scheduled meeting for coordination, planning, or discussion."
Thursday,10:15 PM,10:30 PM,CN A,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,CN B,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,CN C,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,CN D,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,CN E,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,CN F,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,CN G,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,CN H,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,CN I,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,CN J,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,AC 1,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,AC 2,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,AC 3,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,AC 4,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,AC 5,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,AC 6,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,AC 7,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,AC 8,Lights Out,LI,free,End-of-day procedure.
Thursday,10:15 PM,10:30 PM,AC 9,Lights Out,LI,free,End-of-day procedure.
